RSU,CAR,X,Y,dBm,ReceiveTime,SentTime
85,2818,6904.27,2154.65,-78.4465,1724.400137762972,1724.4
85,2818,6904.18,2153.51,-78.3869,1724.500137759317,1724.5
85,2818,6904.08,2152.37,-78.3266,1724.60013775565,1724.6
85,2818,6903.98,2151.22,-78.2659,1724.700137751981,1724.7
85,2818,6903.88,2150.08,-78.2049,1724.800137748319,1724.8
85,2818,6903.78,2148.94,-78.1437,1724.900137744673,1724.9
85,2818,6903.68,2147.8,-78.0821,1725.00013774103,1725.0
85,2818,6903.58,2146.66,-78.0199,1725.100137737377,1725.1
85,2818,6903.48,2145.52,-77.9573,1725.200137733726,1725.2
85,2818,6902.59,2134.86,-77.3515,1725.30013769982,1725.3
85,2818,6902.51,2133.84,-77.2919,1725.400137696616,1725.4
85,2818,6902.43,2132.84,-77.2322,1725.500137693426,1725.5
85,2818,6902.35,2131.83,-77.1713,1725.600137690238,1725.6
85,2818,6902.26,2130.81,-77.1108,1725.700137687035,1725.7
85,2818,6902.18,2129.8,-77.0499,1725.800137683833,1725.8
85,2818,6902.1,2128.79,-76.9889,1725.90013768065,1725.9
85,2818,6902.02,2127.78,-76.9274,1726.000137677462,1726.0
85,2818,6901.94,2126.77,-76.8658,1726.100137674286,1726.1
85,2818,6901.85,2125.76,-76.8034,1726.200137671101,1726.2
85,2818,6901.77,2124.75,-76.7408,1726.300137667922,1726.3
85,2818,6901.69,2123.74,-76.6779,1726.400137664753,1726.4
85,2818,6901.61,2122.72,-76.6143,1726.500137661576,1726.5
85,2818,6901.53,2121.71,-76.5505,1726.600137658408,1726.6
85,2818,6900.27,2106.44,-75.5351,1726.700137611001,1726.7
85,2818,6900.22,2105.85,-75.4939,1726.800137609191,1726.8
85,2818,6900.18,2105.26,-75.4532,1726.900137607381,1726.9
85,2818,6900.13,2104.67,-75.4117,1727.000137605579,1727.0
85,2818,6900.08,2104.08,-75.37,1727.100137603774,1727.1
85,2818,6900.03,2103.49,-75.328,1727.20013760197,1727.2
85,2818,6899.98,2102.91,-75.2863,1727.300137600169,1727.3
85,2818,6899.2,2092.89,-74.5563,1727.400137569828,1727.4
85,2818,6899.09,2091.36,-74.4403,1727.500137565246,1727.5
85,2818,6898.98,2089.83,-74.3238,1727.600137560682,1727.6
85,2818,6898.87,2088.3,-74.2031,1727.700137556127,1727.7
85,2818,6898.76,2086.76,-74.0839,1727.800137551576,1727.8
85,2818,6898.65,2085.23,-73.9646,1727.90013754705,1727.9
85,2818,6898.54,2083.7,-73.8457,1728.000137542556,1728.0
85,2818,6898.43,2082.16,-73.725,1728.100137538055,1728.1
85,2818,6898.31,2080.63,-73.6033,1728.200137533579,1728.2
85,2818,6898.2,2079.1,-73.481,1728.300137529139,1728.3
85,2818,6898.09,2077.57,-73.3577,1728.400137524725,1728.4
85,2818,6897.98,2076.03,-73.2326,1728.50013752031,1728.5
85,2818,6897.87,2074.5,-73.1065,1728.600137515921,1728.6
85,2818,6897.76,2072.96,-72.9798,1728.70013751157,1728.7
85,2818,6897.65,2071.43,-72.8523,1728.800137507252,1728.8
85,2818,6897.54,2069.9,-72.7233,1728.900137502944,1728.9
85,2818,6897.43,2068.4,-72.5961,1729.000137498759,1729.0
85,2818,6897.33,2066.93,-72.471,1729.100137494696,1729.1
85,2818,6897.22,2065.49,-72.3476,1729.200137490741,1729.2
85,2818,6897.12,2064.09,-72.2263,1729.300137486907,1729.3
85,2818,6897.02,2062.72,-72.1074,1729.400137483194,1729.4
85,2818,6896.92,2061.38,-71.9909,1729.500137479602,1729.5
85,2818,6896.83,2060.08,-71.8768,1729.600137476129,1729.6
85,2818,6896.74,2058.81,-71.7654,1729.700137472774,1729.7
85,2818,6896.65,2057.58,-71.6565,1729.800137469536,1729.8
85,2818,6896.56,2056.38,-71.5505,1729.900137466414,1729.9
85,2818,6896.48,2055.21,-71.4471,1730.000137463405,1730.0
85,2818,6896.4,2054.08,-71.3467,1730.10013746051,1730.1
85,2818,6896.32,2052.98,-71.2492,1730.200137457727,1730.2
85,2818,6896.24,2051.92,-71.1546,1730.300137455055,1730.3
85,2818,6896.17,2050.89,-71.0632,1730.400137452492,1730.4
85,2818,6896.1,2049.9,-70.9748,1730.500137450037,1730.5
85,2818,6902.59,2044.92,-71.3973,1730.600137437789,1730.6
85,2818,6903.66,2045.09,-71.6013,1730.700137438372,1730.7
85,2818,6904.74,2045.26,-71.7059,1730.800137439015,1730.8
85,2818,6905.81,2045.44,-71.6084,1730.900137439718,1730.9
85,2818,6906.89,2045.61,-71.4367,1731.000137440482,1731.0
85,2818,6907.96,2045.78,-71.5502,1731.100137441301,1731.1
85,2818,6909.04,2045.96,-71.6596,1731.20013744218,1731.2
85,2818,6910.11,2046.13,-71.7505,1731.300137443115,1731.3
85,2818,6911.19,2046.3,-71.8427,1731.400137444107,1731.4
85,2818,6912.27,2046.48,-71.9363,1731.500137445159,1731.5
85,2818,6913.35,2046.65,-72.0291,1731.600137446269,1731.6
85,2818,6914.42,2046.82,-72.1002,1731.700137447428,1731.7
