RSU,CAR,X,Y,dBm,ReceiveTime,SentTime
85,2206,6909.92,2346.25,-85.8034,2306.400142633163,2306.4
85,2968,7085.77,2152.02,-119.713,2310.454270638588,2310.4
85,2968,7088.77,2133.81,-112.669,2310.654244610203,2310.6
85,2968,7089.09,2131.86,-111.091,2310.754257607364,2310.7
85,2968,7089.4,2129.89,-109.468,2310.854257604562,2310.8
85,2968,7089.72,2127.93,-109.071,2310.954270601811,2310.9
85,2968,7090.03,2125.97,-126.097,2311.054231599103,2311.0
85,2968,7090.35,2124.01,-107.248,2311.154257596444,2311.1
85,2968,7090.66,2122.06,-107.192,2311.254257593838,2311.2
85,2968,7090.98,2120.1,-125.679,2311.354270591284,2311.3
85,2968,7091.3,2118.14,-108.016,2311.454270588768,2311.4
85,2968,7091.61,2116.19,-126.206,2311.554231586309,2311.5
85,2968,7091.92,2114.23,-127.903,2311.654231583904,2311.6
85,2968,7092.24,2112.28,-110.663,2311.754231581548,2311.7
85,2968,7092.56,2110.32,-110.593,2311.854257579232,2311.8
85,2968,7092.87,2108.37,-108.73,2311.954257576976,2311.9
85,2968,7093.18,2106.42,-127.935,2312.054231574773,2312.0
85,2968,7098.23,2075.13,-118.368,2313.654270546791,2313.6
85,2968,7098.54,2073.17,-117.075,2313.754257545517,2313.7
85,2968,7098.86,2071.21,-115.832,2313.854257544304,2313.8
85,2968,7099.17,2069.26,-114.634,2313.954270543149,2313.9
55,1894,6505.18,963.225,-128.941,2317.800138811438,2317.8
